Time,Open,High,Low,Close
2019-12-25 12:00:00,-6.966e-05,2.952e-05,-0.00088647,-0.00032992
2019-12-25 13:00:00,-0.00057223,0.00078192,-0.00085308,-0.00050007
2019-12-25 14:00:00,-0.00073336,1.451e-05,-0.0008543,-0.00052768
2019-12-25 15:00:00,-0.00040587,0.0001292,-0.00055113,-0.00020408
2019-12-25 16:00:00,-0.00027349,0.00017523,-0.00106033,-5.28e-05
2019-12-25 17:00:00,-0.00013754,0.00024021,-0.00092505,-5.374e-05
2019-12-25 18:00:00,-0.00017051,6.875e-05,-0.00077201,-0.0004568
2019-12-25 19:00:00,-0.00044804,0.00076021,-0.00091778,-0.00060631
2019-12-25 20:00:00,-0.00027447,3.27e-05,-0.00112962,-0.00069161
2019-12-25 21:00:00,-0.000556,2.729e-05,-0.00063952,-0.00022829
2019-12-25 22:00:00,-0.00015762,0.00013543,-0.00111976,-0.00012629
2019-12-25 23:00:00,-0.00062504,-3.401e-05,-0.00081248,-0.00036747
2019-12-26 00:00:00,-0.00026717,9.849e-05,-0.00066332,-0.00039945
2019-12-26 01:00:00,-0.0005376,-0.00010726,-0.00083115,-0.00033063
2019-12-26 02:00:00,-0.00041641,-2.365e-05,-0.00069666,-0.0003907
2019-12-26 03:00:00,-0.0004185,-2.78e-05,-0.00064984,-0.00054395
2019-12-26 04:00:00,-0.00036659,8.557e-05,-0.00068659,-0.00041798
2019-12-26 05:00:00,-0.00049374,-0.00011098,-0.00075387,-0.00020437
2019-12-26 06:00:00,-0.00024685,-0.0001308,-0.00104428,-0.00069402
2019-12-26 07:00:00,-0.00090748,-0.00017465,-0.00090748,-0.00042833
2019-12-26 08:00:00,-0.00045098,-0.00030148,-0.00087352,-0.00050515
2019-12-26 09:00:00,-0.00046856,-0.00017168,-0.00076088,-0.00058973
2019-12-26 10:00:00,-0.00057182,-7.128e-05,-0.00076425,-0.00073497
2019-12-26 11:00:00,-0.00059815,-0.0002575,-0.00085601,-0.00075604
2019-12-26 12:00:00,-0.00069897,-1.624e-05,-0.00084105,-0.00057491
2019-12-26 13:00:00,-0.00061717,-0.00029292,-0.00069217,-0.00052216
2019-12-26 14:00:00,-0.00047219,-0.00018017,-0.00079613,-0.00047745
2019-12-26 15:00:00,-0.00052289,-8.22e-05,-0.00093472,-0.00057894
2019-12-26 16:00:00,-0.00052727,0.00019203,-0.00121051,-0.00076392
2019-12-26 17:00:00,0.00034363,0.00034363,-0.00122371,-0.00044316
2019-12-26 18:00:00,-0.00041972,-4.468e-05,-0.00081075,-0.00044396
2019-12-26 19:00:00,-0.00058782,0.00017576,-0.00099385,-0.00040103
2019-12-26 20:00:00,-0.00104153,0.00019128,-0.00113771,-0.00050655
2019-12-26 21:00:00,-0.0003534,-7.37e-06,-0.00172671,-0.0005984
2019-12-26 22:00:00,-0.00048471,-5.776e-05,-0.00112353,-0.00073193
2019-12-26 23:00:00,-0.00084902,-0.00019664,-0.00086432,-0.00047461
2019-12-27 00:00:00,-0.00058329,-0.0001719,-0.00080934,-0.00061615
2019-12-27 01:00:00,-0.00066258,-0.00033758,-0.00074625,-0.00050995
2019-12-27 02:00:00,-0.00051579,0.00039947,-0.00071904,-0.00019634
2019-12-27 03:00:00,-0.00044357,-0.00031406,-0.00097511,-0.00073625
2019-12-27 04:00:00,-0.00063151,-0.00041688,-0.00098334,-0.00057913
2019-12-27 05:00:00,-0.00055109,8.47e-06,-0.00077325,-0.00048832
2019-12-27 06:00:00,-0.00053273,-8.45e-06,-0.00092417,-0.00077626
2019-12-27 07:00:00,-0.00077491,-2.387e-05,-0.00081639,-0.00079253
2019-12-27 08:00:00,-0.00044524,-6.13e-05,-0.00086688,-0.00085165
2019-12-27 09:00:00,-0.00076447,-0.00024618,-0.00102936,-0.00046524
2019-12-27 10:00:00,-0.00047366,-0.00038248,-0.00089418,-0.00061324
2019-12-27 11:00:00,-0.00063608,-0.00020117,-0.00189104,-0.00044609
2019-12-27 12:00:00,-0.00065487,-2.183e-05,-0.00177255,-4.835e-05
2019-12-27 13:00:00,-2.135e-05,9.786e-05,-0.00112133,-0.00067776
2019-12-27 14:00:00,-0.00044387,5.43e-06,-0.00102842,5.43e-06
2019-12-27 15:00:00,-0.00033868,-1.3e-06,-0.00097744,-0.00044525
2019-12-27 16:00:00,-0.00075206,-8.418e-05,-0.00146412,-0.00030963
2019-12-27 17:00:00,-0.00045096,-0.00016439,-0.00088784,-0.00067591
2019-12-27 18:00:00,-0.0005344,-5.496e-05,-0.0008428,-5.496e-05
2019-12-27 19:00:00,-0.00019294,-4.272e-05,-0.00082661,-0.00063328
2019-12-27 20:00:00,-0.00064807,-0.00026993,-0.00091272,-0.00070226
2019-12-27 21:00:00,-0.00068056,-0.00029024,-0.00087482,-0.0007463
2019-12-27 22:00:00,-0.00070383,-0.00025718,-0.00105786,-0.00072288
2019-12-27 23:00:00,-0.00064208,-0.00021377,-0.00080241,-0.00066705
2019-12-28 00:00:00,-0.00055766,-6.931e-05,-0.00099165,-0.00054655
2019-12-28 01:00:00,-0.00049189,0.0003203,-0.00125083,-0.00049385
2019-12-28 02:00:00,-0.00044627,-0.00015445,-0.00090242,-0.00024921
2019-12-28 03:00:00,-0.00050455,-0.00029636,-0.0009279,-0.00035459
2019-12-28 04:00:00,-0.00014945,-3.351e-05,-0.00063933,-0.0005193
2019-12-28 05:00:00,-0.00042389,-0.00033228,-0.00100626,-0.0008397
2019-12-28 06:00:00,-0.00068574,-1.3e-05,-0.00119295,-0.0005585
2019-12-28 07:00:00,-0.00044378,-4.382e-05,-0.00098125,-0.00046806
2019-12-28 08:00:00,-0.00021261,-4.08e-05,-0.0007285,-0.0004614
2019-12-28 09:00:00,-0.00069473,-8.958e-05,-0.00084233,-0.00020538
2019-12-28 10:00:00,-5.62e-05,-5.62e-05,-0.00079694,-0.00067626
2019-12-28 11:00:00,-0.00063065,-0.00016891,-0.00068991,-0.00046522
2019-12-28 12:00:00,-0.00034018,-0.00021508,-0.00080527,-0.0005252
2019-12-28 13:00:00,-0.00054267,-0.00013178,-0.00072166,-0.00037414
2019-12-28 14:00:00,-0.00047023,-0.00021517,-0.00091497,-0.00053822
2019-12-28 15:00:00,-0.00048226,-6.086e-05,-0.00131906,-0.00051137
2019-12-28 16:00:00,-0.00048413,2.103e-05,-0.00097527,-0.00077467
2019-12-28 17:00:00,-0.00084903,-0.0004087,-0.00096633,-0.00096633
2019-12-28 18:00:00,-0.00096837,-0.00029802,-0.00161148,-0.00086709
2019-12-28 19:00:00,-0.00082468,-0.00047712,-0.00126406,-0.00080806
2019-12-28 20:00:00,-0.00084432,-0.00049203,-0.00116336,-0.000899
2019-12-28 21:00:00,-0.00087847,-0.0006466,-0.00114055,-0.00093829
2019-12-28 22:00:00,-0.00072334,-0.00024665,-0.00109732,-0.00063087
2019-12-28 23:00:00,-0.00064675,-0.00025141,-0.00101404,-0.00059604
2019-12-29 00:00:00,-0.0005187,0.00025537,-0.0007611,-0.00057137
2019-12-29 01:00:00,-0.00054583,-0.00018891,-0.00074066,-0.00065526
2019-12-29 02:00:00,-0.0004432,-0.00010703,-0.00062069,-0.0002489
2019-12-29 03:00:00,-0.00025219,-0.00013078,-0.00069741,-0.00041957
2019-12-29 04:00:00,-0.00044182,-9.833e-05,-0.00062092,-0.0003707
2019-12-29 05:00:00,-0.0002618,-6.588e-05,-0.00052732,-8.841e-05
2019-12-29 06:00:00,-9.602e-05,-9.187e-05,-0.00057566,-0.00017593
2019-12-29 07:00:00,-0.00031192,-3.421e-05,-0.00055739,-0.00037535
2019-12-29 08:00:00,-0.00036779,8.938e-05,-0.00080735,-0.00033668
2019-12-29 09:00:00,-0.00027785,-0.00018443,-0.00090657,-0.00067271
2019-12-29 10:00:00,-0.00051357,-0.00033993,-0.00088664,-0.00042569
2019-12-29 11:00:00,-0.00043678,-0.0002683,-0.00081471,-0.00042045
2019-12-29 12:00:00,-0.00057657,-0.00031249,-0.00126939,-0.00092216
2019-12-29 13:00:00,-0.0009363,3.271e-05,-0.00123364,-0.00099838
2019-12-29 14:00:00,-0.00091175,-0.00024264,-0.00114775,-0.00053281
2019-12-29 15:00:00,-0.00058521,-0.0002671,-0.00087839,-0.00072447
2019-12-29 16:00:00,-0.00033886,-8.473e-05,-0.00097662,-0.00076022
2019-12-29 17:00:00,-0.00071062,-0.00016472,-0.0009335,-0.00044596
2019-12-29 18:00:00,-0.00036674,-0.00026376,-0.00080214,-0.00044535
2019-12-29 19:00:00,-0.00053358,-7.857e-05,-0.00119612,-0.0004352
2019-12-29 20:00:00,-0.00056975,-3.345e-05,-0.002579,-0.00049467
2019-12-29 21:00:00,-0.0007632,-0.00035278,-0.00114137,-0.00058996
2019-12-29 22:00:00,-0.00066134,-1.4e-05,-0.0010803,-0.00041898
2019-12-29 23:00:00,-0.00057839,-0.00014924,-0.00089886,-0.00033135
2019-12-30 00:00:00,-0.00066302,-9.891e-05,-0.00103562,-0.00087309
2019-12-30 01:00:00,-0.00076265,-0.00037965,-0.00120981,-0.00091911
2019-12-30 02:00:00,-0.00081993,-0.00045748,-0.0009795,-0.00075206
2019-12-30 03:00:00,-0.0008459,-0.0001238,-0.00085006,-0.00060607
2019-12-30 04:00:00,-0.00071948,-0.00020381,-0.00092639,-0.00045545
2019-12-30 05:00:00,-0.00064239,-0.00043757,-0.00078384,-0.00043757
2019-12-30 06:00:00,-0.0006252,-0.00034832,-0.00099811,-0.00036588
2019-12-30 07:00:00,-0.00047732,-0.00039247,-0.00133588,-0.00050405
2019-12-30 08:00:00,-0.00055748,-0.00019925,-0.00104369,-0.00064247
2019-12-30 09:00:00,-0.00069115,-0.00027945,-0.00117132,-0.00030226
2019-12-30 10:00:00,-0.00045736,0.00042799,-0.00080533,-0.00052218
2019-12-30 11:00:00,-0.00062496,-0.00016679,-0.00093659,-0.0005539
2019-12-30 12:00:00,-0.00062639,-0.00014253,-0.00092946,-0.00092946
2019-12-30 13:00:00,-0.00068975,-6.167e-05,-0.00080104,-0.00078157
2019-12-30 14:00:00,-0.00065158,-2.803e-05,-0.00099654,-0.00024743
2019-12-30 15:00:00,-0.00047326,9.368e-05,-0.00065487,-0.00026249
2019-12-30 16:00:00,-0.00026161,7.332e-05,-0.00081648,-0.00019491
2019-12-30 17:00:00,-0.00020432,-4.301e-05,-0.00068696,-0.00029636
2019-12-30 18:00:00,-0.0003621,-0.00015634,-0.00056605,-0.00045612
2019-12-30 19:00:00,-0.00063349,-0.00011013,-0.00081867,-0.00049629
2019-12-30 20:00:00,-0.00071771,0.00011981,-0.00103847,-0.00042976
2019-12-30 21:00:00,-0.00054979,-0.0002215,-0.00096094,-0.00048399
2019-12-30 22:00:00,-0.00067869,-0.00028315,-0.00072163,-0.0004966
2019-12-30 23:00:00,-0.00066013,-0.00037621,-0.00135101,-0.00065876
2019-12-31 00:00:00,-0.0006143,3.452e-05,-0.00182659,3.452e-05
2019-12-31 01:00:00,-0.0005477,-0.00027851,-0.00120902,-0.00039971
2019-12-31 02:00:00,-0.00057735,-0.00013801,-0.00094409,-0.0005119
2019-12-31 03:00:00,-0.00053679,-0.00023573,-0.0011456,-0.00047735
2019-12-31 04:00:00,-0.00063747,-0.00026359,-0.00095115,-0.00078325
2019-12-31 05:00:00,-0.00073447,-0.00043983,-0.00087917,-0.00061455
2019-12-31 06:00:00,-0.00070425,-0.00029037,-0.00088522,-0.0006
2019-12-31 07:00:00,-0.00075526,-0.00016409,-0.00086955,-0.00052732
2019-12-31 08:00:00,-0.00057844,-0.00020517,-0.00079128,-0.00042305
2019-12-31 09:00:00,-0.00058812,-5.578e-05,-0.00085946,-0.00040201
2019-12-31 10:00:00,-0.00053068,-0.00018987,-0.0010197,-0.00040788
2019-12-31 11:00:00,-0.00053892,-2.504e-05,-0.00082159,-0.00058373
2019-12-31 12:00:00,-0.0005344,-0.00014075,-0.00076065,-0.00045438
2019-12-31 13:00:00,-0.00039905,-0.00022935,-0.00068809,-0.00068809
2019-12-31 14:00:00,-0.00049703,-2.311e-05,-0.00132405,-0.0009782
2019-12-31 15:00:00,-0.00030125,-1.577e-05,-0.00115113,-0.0006691
2019-12-31 16:00:00,-0.00073625,-2.398e-05,-0.00094611,-0.00063334
2019-12-31 17:00:00,-0.00074311,-0.00012262,-0.00085768,-0.00070855
2019-12-31 18:00:00,-0.00064082,-4.416e-05,-0.00097336,-0.00051582
2019-12-31 19:00:00,-0.0004303,-1.251e-05,-0.00081609,-0.00079563
2019-12-31 20:00:00,-0.00087634,-0.00025991,-0.00096303,-0.00048602
2019-12-31 21:00:00,-0.00058128,-0.00039023,-0.00100421,-0.00052374
2019-12-31 22:00:00,-0.00067975,-0.00032278,-0.00103788,-0.00077414
2019-12-31 23:00:00,-0.00080756,-0.00038823,-0.00120356,-0.00082335
2020-01-01 00:00:00,-0.00077732,-0.00044253,-0.00120564,-0.00080868
2020-01-01 01:00:00,-0.00081792,-0.00010016,-0.00101544,-0.00080084
2020-01-01 02:00:00,-0.00044548,-0.00044548,-0.00106335,-0.00055405
2020-01-01 03:00:00,-0.00041181,-0.00029531,-0.00100491,-0.00062733
2020-01-01 04:00:00,-0.00052309,-0.00029619,-0.00088695,-0.00051724
2020-01-01 05:00:00,-0.00069357,-0.00029147,-0.00078509,-0.00042777
2020-01-01 06:00:00,-0.00042023,-0.00030526,-0.00072033,-0.00057758
2020-01-01 07:00:00,-0.00049392,-0.00028158,-0.00085093,-0.00048199
2020-01-01 08:00:00,-0.00057752,-0.00010861,-0.00089782,-0.00010861
2020-01-01 09:00:00,-0.00061418,-0.00018018,-0.00111561,-0.00085719
2020-01-01 10:00:00,-0.0009002,-0.00035626,-0.00096828,-0.00080748
2020-01-01 11:00:00,-0.00083745,-0.00032276,-0.00094114,-0.00035807
2020-01-01 12:00:00,-0.00054767,-0.00011456,-0.00091711,-0.00063107
2020-01-01 13:00:00,-0.00051472,-0.00032055,-0.0008515,-0.00062855
2020-01-01 14:00:00,-0.0006371,-2.584e-05,-0.00081439,-0.00052874
2020-01-01 15:00:00,-0.00056614,-5.42e-06,-0.00117851,-0.00028101
2020-01-01 16:00:00,-0.00028206,-0.00026056,-0.00086643,-0.00055108
2020-01-01 17:00:00,-8.456e-05,-1.915e-05,-0.00089062,-0.0005728
2020-01-01 18:00:00,-0.00045032,-7.826e-05,-0.00089195,-0.00031132
2020-01-01 19:00:00,-0.0002893,-0.0002893,-0.00072959,-0.00060989
2020-01-01 20:00:00,-0.00048535,-0.00019731,-0.00072918,-0.00040997
2020-01-01 21:00:00,-0.00043207,-0.00012391,-0.00084357,-0.00052684
2020-01-01 22:00:00,-0.00062766,9.427e-05,-0.00068261,-0.00011197
2020-01-01 23:00:00,-0.00021178,2.123e-05,-0.00072496,-0.00029039
2020-01-02 00:00:00,-0.00030882,-1.073e-05,-0.00052507,-0.00027339
2020-01-02 01:00:00,-0.00033167,-0.00020401,-0.00065729,-0.00026775
2020-01-02 02:00:00,-0.0004512,3.916e-05,-0.00140852,-0.00024998
2020-01-02 03:00:00,-0.00027127,3.456e-05,-0.00061546,-0.00043436
2020-01-02 04:00:00,-0.00020588,0.00061242,-0.00069655,-0.00023998
2020-01-02 05:00:00,-0.00039101,1.266e-05,-0.00088523,-0.00044589
2020-01-02 06:00:00,-0.00044355,-7.59e-06,-0.00091618,-0.0004004
2020-01-02 07:00:00,-0.00054182,1.166e-05,-0.00059671,-0.00045275
2020-01-02 08:00:00,-0.0005936,0.00021846,-0.00062092,-0.00052605
2020-01-02 09:00:00,-0.00043927,-3.328e-05,-0.00057697,-0.000206
2020-01-02 10:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 11:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 12:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 13:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 14:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 15:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 16:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 17:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 18:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 19:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 20:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 21:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 22:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-02 23:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-03 00:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-03 01:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-03 02:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-03 03:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-03 04:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-03 05:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-03 06:00:00,-0.000206,-0.000206,-0.000206,-0.000206
2020-01-03 07:00:00,-0.00050161,-2.498e-05,-0.00078335,-0.00033091
2020-01-03 08:00:00,-0.00047776,0.00036585,-0.00061352,1.432e-05
2020-01-03 09:00:00,3.979e-05,0.00100235,-0.00067541,0.00034065
2020-01-03 10:00:00,-0.0002468,0.00074096,-0.00102822,-9.74e-06
2020-01-03 11:00:00,-0.00037414,0.00045925,-0.00070803,-0.00047068
2020-01-03 12:00:00,-7.76e-06,0.00015441,-0.00049096,-5.86e-06
2020-01-03 13:00:00,-3.836e-05,0.00018803,-0.0005549,-0.00030091
2020-01-03 14:00:00,-0.00024195,0.00032818,-0.00151053,-0.00042017
2020-01-03 15:00:00,-0.00046318,-1.9e-07,-0.00093016,-0.00021165
2020-01-03 16:00:00,-0.00029666,0.00018582,-0.00098251,-0.00037191
2020-01-03 17:00:00,-0.00049575,0.0001389,-0.00088826,-0.00021361
2020-01-03 18:00:00,-0.00023019,7.271e-05,-0.00079503,-0.00037948
2020-01-03 19:00:00,-0.00045855,0.00033083,-0.00066045,-0.00057738
2020-01-03 20:00:00,-0.00023475,0.00024173,-0.0011877,-0.00048509
2020-01-03 21:00:00,-0.00035319,3.688e-05,-0.0006595,-4.282e-05
2020-01-03 22:00:00,-0.00024724,0.00035704,-0.00116838,-0.00035448
2020-01-03 23:00:00,-0.00074173,-4.273e-05,-0.00092455,-0.00055505
2020-01-04 00:00:00,0.0,0.0,-0.00107586,-0.00029381
2020-01-04 01:00:00,-0.000296,-0.00023363,-0.00085791,-0.00047983
2020-01-04 02:00:00,-0.00049074,-0.00032405,-0.00079321,-0.00052169
2020-01-04 03:00:00,-0.00048472,6.062e-05,-0.00076806,-0.00042291
2020-01-04 04:00:00,-0.00051677,-1.194e-05,-0.0008238,-0.00049088
2020-01-04 05:00:00,-0.00051183,-0.00011255,-0.00076595,-0.00052322
2020-01-04 06:00:00,-0.00040618,-6.109e-05,-0.00095537,-0.00044825
2020-01-04 07:00:00,-0.00046378,-0.00027855,-0.00092323,-0.00056354
2020-01-04 08:00:00,-0.00057089,-0.00025168,-0.00091689,-0.00060659
2020-01-04 09:00:00,-0.00060178,-9.92e-06,-0.00060178,-0.00021381
2020-01-04 10:00:00,-0.00017636,-0.00016223,-0.00086826,-0.0006795
2020-01-04 11:00:00,-4.028e-05,5.1e-07,-0.00060147,-0.00052766
2020-01-04 12:00:00,-0.00061804,-0.00020231,-0.00083543,-0.00049522
2020-01-04 13:00:00,-7.609e-05,-6.072e-05,-0.00071052,-0.00034496
2020-01-04 14:00:00,-0.00035452,-0.00013941,-0.00079269,-0.00038553
2020-01-04 15:00:00,-0.00053897,-8.854e-05,-0.00090879,-0.00050485
2020-01-04 16:00:00,-0.0005592,-0.00016941,-0.000833,-0.0006141
2020-01-04 17:00:00,-0.0004878,-0.00011751,-0.00091536,-0.00019527
2020-01-04 18:00:00,2.491e-05,0.00025429,-0.00137025,-0.00033584
2020-01-04 19:00:00,-9.515e-05,0.00046323,-0.00076028,-0.00034171
2020-01-04 20:00:00,-0.00050623,3.34e-05,-0.00091947,-0.00043629
2020-01-04 21:00:00,-0.00052093,9.099e-05,-0.00070642,-0.0006817
2020-01-04 22:00:00,-0.00024948,-0.00023249,-0.00064603,-0.00039679
2020-01-04 23:00:00,-0.00024363,-2.327e-05,-0.00077228,-0.00049217
2020-01-05 00:00:00,-0.00033589,0.00016636,-0.00081858,-0.00016891
2020-01-05 01:00:00,-0.00043168,0.00068714,-0.00091958,-0.00025398
2020-01-05 02:00:00,-6.35e-05,0.00032944,-0.00031702,6.086e-05
2020-01-05 03:00:00,6.25e-05,0.00024807,-0.00016222,-3.955e-05
2020-01-05 04:00:00,5.5e-07,0.00028788,-0.00075783,3.771e-05
2020-01-05 05:00:00,0.00017832,0.00028586,-0.00012413,-0.00012413
2020-01-05 06:00:00,-2.03e-06,0.00029117,-0.00042994,-7.505e-05
2020-01-05 07:00:00,2.506e-05,0.00027688,-9.759e-05,-2.9e-07
2020-01-05 08:00:00,0.0,0.00060473,-6.504e-05,0.00015772
2020-01-05 09:00:00,0.0001642,0.00032844,-0.00223874,0.00031823
2020-01-05 10:00:00,0.00018041,0.00031163,-0.00031456,0.00015922
2020-01-05 11:00:00,9.724e-05,0.00017432,-0.00026072,-8.678e-05
2020-01-05 12:00:00,-5.556e-05,0.00022958,-0.00040536,-0.00017619
2020-01-05 13:00:00,-0.00026382,0.00013068,-0.00047621,-0.00047621
2020-01-05 14:00:00,-0.00034957,-2.217e-05,-0.00050182,-0.00018563
2020-01-05 15:00:00,-0.00029164,1.042e-05,-0.00089102,-0.00045372
2020-01-05 16:00:00,-0.00035838,-9.49e-05,-0.0008323,-0.00031372
2020-01-05 17:00:00,-0.00044844,3.917e-05,-0.00059232,-0.00023822
2020-01-05 18:00:00,-0.00046988,6.292e-05,-0.00064671,9.1e-07
2020-01-05 19:00:00,-5.456e-05,-4e-07,-0.00051187,-0.00036654
2020-01-05 20:00:00,-0.00033041,4.208e-05,-0.00072089,-0.0003498
2020-01-05 21:00:00,-0.00034942,3.042e-05,-0.00096004,-0.00052248
2020-01-05 22:00:00,-0.00073484,6.102e-05,-0.00073484,-0.00034265
2020-01-05 23:00:00,-0.00027271,-0.00022556,-0.00080585,-0.00022675
2020-01-06 00:00:00,-0.00053383,1.347e-05,-0.00078346,-0.00053426
2020-01-06 01:00:00,-0.00056252,-8.329e-05,-0.00080478,-0.00022808
2020-01-06 02:00:00,-0.00048243,0.0007015,-0.00075971,0.00016764
2020-01-06 03:00:00,-0.0002696,0.00012596,-0.00151581,-0.00013432
2020-01-06 04:00:00,-0.00010738,4.062e-05,-0.00070217,-0.00051484
2020-01-06 05:00:00,-0.00036028,8.842e-05,-0.00068582,7.193e-05
2020-01-06 06:00:00,-9.004e-05,2.083e-05,-0.00060514,-0.00031909
2020-01-06 07:00:00,-0.00019004,-6.142e-05,-0.00055243,-0.00040367
2020-01-06 08:00:00,-0.00050505,3.102e-05,-0.00058301,-0.00013764
2020-01-06 09:00:00,-0.00027775,5.932e-05,-0.00053384,-0.00047303
2020-01-06 10:00:00,-0.00020566,-5.175e-05,-0.00087566,-0.00052611
2020-01-06 11:00:00,-0.00057624,3.737e-05,-0.00089566,-0.00040035
2020-01-06 12:00:00,-0.00049483,-0.00010697,-0.00067971,-0.00065553
2020-01-06 13:00:00,-0.00036465,0.00055468,-0.00081935,-0.00017455
2020-01-06 14:00:00,2.5e-05,2.5e-05,-0.00074594,-0.00032506
2020-01-06 15:00:00,-0.0002245,-0.00010004,-0.00062176,-0.00048163
2020-01-06 16:00:00,-0.00049221,9.771e-05,-0.00075487,-0.00029933
2020-01-06 17:00:00,-0.00049967,-9.194e-05,-0.00053255,-0.00031053
2020-01-06 18:00:00,-0.00041126,-0.00013135,-0.00060711,-0.00030598
2020-01-06 19:00:00,-0.00033098,5.008e-05,-0.00079845,-0.00016512
2020-01-06 20:00:00,-0.00019187,-1.547e-05,-0.00051418,-0.00029223
2020-01-06 21:00:00,-0.00014211,3.146e-05,-0.00100991,-0.00029523
2020-01-06 22:00:00,-5.806e-05,0.00092956,-0.00082859,-1.869e-05
2020-01-06 23:00:00,-9.152e-05,0.00059009,-0.00044495,-0.00025396
2020-01-07 00:00:00,0.0,0.00151003,-0.00016081,7.692e-05
2020-01-07 01:00:00,0.00039677,0.00101191,-0.00021524,0.00059593
2020-01-07 02:00:00,0.00034307,0.0010112,2.967e-05,0.00015938
2020-01-07 03:00:00,0.00035631,0.00070461,5.75e-05,0.00023367
2020-01-07 04:00:00,0.00049611,0.00089512,0.00019606,0.00068469
2020-01-07 05:00:00,0.00064924,0.00080765,3.083e-05,0.00024853
2020-01-07 06:00:00,0.00021403,0.00072988,7.292e-05,0.00046463
2020-01-07 07:00:00,0.00059431,0.0009282,0.00019922,0.00035386
2020-01-07 08:00:00,0.00058822,0.00082092,-7.218e-05,0.00082092
2020-01-07 09:00:00,0.00050937,0.00050937,0.00014453,0.00028182
